year,tmID,W_team_post,L_team_post,franchID,confID,rank,playoff,firstRound,semis,finals,name,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,won_team,lost_team,GP,homeW,homeL,awayW,awayL,confW,confL,min,attend,arena,coachID,stint,won_coach,lost_coach,post_wins,post_losses,round,series,tmIDWinner,tmIDLoser,W_series,L_series,playerID,CBE_Sum,bioID,height,weight,birthDate,award_player,award_coach
11,TUL,,,DET,EA,3.0,N,W,L,N,Detroit Shock,980.0,2277.0,539.0,721.0,153.0,436.0,373.0,853.0,1226.0,575.0,766.0,261.0,546.0,97.0,2652.0,902.0,2201.0,632.0,813.0,208.0,611.0,320.0,781.0,1101.0,524.0,716.0,279.0,531.0,110.0,2644.0,18.0,16.0,34.0,11.0,6.0,7.0,10.0,11.0,11.0,6975.0,136069.0,The Palace of Auburn Hills,richano99w,0,0.0,0.0,0.0,0.0,,,,,,,chriska02w,0.0,chriska02w,72.0,180,1989-09-11,,
11,WAS,0.0,2.0,WAS,EA,4.0,Y,L,N,N,Washington Mystics,933.0,2205.0,580.0,827.0,139.0,426.0,388.0,803.0,1191.0,453.0,725.0,314.0,607.0,118.0,2585.0,945.0,2184.0,570.0,755.0,162.0,478.0,322.0,789.0,1111.0,524.0,778.0,315.0,576.0,156.0,2622.0,16.0,18.0,34.0,11.0,6.0,5.0,12.0,10.0,12.0,6875.0,192747.0,Verizon Center,laceytr99w,0,3.0,21.0,0.0,0.0,,,,,,,chriska02w,0.0,chriska02w,72.0,180,1989-09-11,,
11,TUL,,,DET,EA,3.0,N,W,L,N,Detroit Shock,980.0,2277.0,539.0,721.0,153.0,436.0,373.0,853.0,1226.0,575.0,766.0,261.0,546.0,97.0,2652.0,902.0,2201.0,632.0,813.0,208.0,611.0,320.0,781.0,1101.0,524.0,716.0,279.0,531.0,110.0,2644.0,18.0,16.0,34.0,11.0,6.0,7.0,10.0,11.0,11.0,6975.0,136069.0,The Palace of Auburn Hills,edwarte01w,0,0.0,0.0,0.0,0.0,,,,,,,hodgedo01w,0.354250555630238,hodgedo01w,69.0,160,1982-07-19,,
11,TUL,,,DET,EA,3.0,N,W,L,N,Detroit Shock,980.0,2277.0,539.0,721.0,153.0,436.0,373.0,853.0,1226.0,575.0,766.0,261.0,546.0,97.0,2652.0,902.0,2201.0,632.0,813.0,208.0,611.0,320.0,781.0,1101.0,524.0,716.0,279.0,531.0,110.0,2644.0,18.0,16.0,34.0,11.0,6.0,7.0,10.0,11.0,11.0,6975.0,136069.0,The Palace of Auburn Hills,richano99w,0,0.0,0.0,0.0,0.0,,,,,,,hodgedo01w,0.354250555630238,hodgedo01w,69.0,160,1982-07-19,,
9,IND,3.0,3.0,IND,EA,2.0,Y,W,L,N,Indiana Fever,907.0,2167.0,478.0,617.0,188.0,546.0,341.0,812.0,1153.0,511.0,646.0,308.0,589.0,136.0,2480.0,881.0,2192.0,450.0,608.0,158.0,483.0,369.0,795.0,1164.0,475.0,663.0,280.0,610.0,114.0,2370.0,21.0,13.0,34.0,12.0,5.0,9.0,8.0,12.0,8.0,6875.0,133915.0,Conseco Fieldhouse,dunnli99wc,0,17.0,15.0,0.0,2.0,FR,B,IND,CON,2.0,1.0,hodgedo01w,0.3535274802520832,hodgedo01w,69.0,160,1982-07-19,,
5,LAS,5.0,4.0,LAS,WE,1.0,Y,W,W,L,Los Angeles Sparks,894.0,2140.0,537.0,678.0,174.0,528.0,336.0,813.0,1149.0,587.0,682.0,242.0,470.0,161.0,2499.0,866.0,2147.0,504.0,702.0,196.0,540.0,316.0,789.0,1105.0,572.0,654.0,241.0,468.0,127.0,2432.0,24.0,10.0,34.0,11.0,6.0,13.0,4.0,17.0,7.0,6900.0,157934.0,Staples Center,coopemi01w,1,24.0,10.0,5.0,4.0,FR,C,LAS,MIN,2.0,1.0,hodgedo01w,0.0,hodgedo01w,69.0,160,1982-07-19,,
5,LAS,5.0,4.0,LAS,WE,1.0,Y,W,W,L,Los Angeles Sparks,894.0,2140.0,537.0,678.0,174.0,528.0,336.0,813.0,1149.0,587.0,682.0,242.0,470.0,161.0,2499.0,866.0,2147.0,504.0,702.0,196.0,540.0,316.0,789.0,1105.0,572.0,654.0,241.0,468.0,127.0,2432.0,24.0,10.0,34.0,11.0,6.0,13.0,4.0,17.0,7.0,6900.0,157934.0,Staples Center,coopemi01w,1,24.0,10.0,5.0,4.0,CF,F,LAS,SAC,2.0,1.0,hodgedo01w,0.0,hodgedo01w,69.0,160,1982-07-19,,
5,LAS,5.0,4.0,LAS,WE,1.0,Y,W,W,L,Los Angeles Sparks,894.0,2140.0,537.0,678.0,174.0,528.0,336.0,813.0,1149.0,587.0,682.0,242.0,470.0,161.0,2499.0,866.0,2147.0,504.0,702.0,196.0,540.0,316.0,789.0,1105.0,572.0,654.0,241.0,468.0,127.0,2432.0,24.0,10.0,34.0,11.0,6.0,13.0,4.0,17.0,7.0,6900.0,157934.0,Staples Center,thompka99w,2,0.0,0.0,0.0,0.0,FR,C,LAS,MIN,2.0,1.0,hodgedo01w,0.0,hodgedo01w,69.0,160,1982-07-19,,
5,LAS,5.0,4.0,LAS,WE,1.0,Y,W,W,L,Los Angeles Sparks,894.0,2140.0,537.0,678.0,174.0,528.0,336.0,813.0,1149.0,587.0,682.0,242.0,470.0,161.0,2499.0,866.0,2147.0,504.0,702.0,196.0,540.0,316.0,789.0,1105.0,572.0,654.0,241.0,468.0,127.0,2432.0,24.0,10.0,34.0,11.0,6.0,13.0,4.0,17.0,7.0,6900.0,157934.0,Staples Center,thompka99w,2,0.0,0.0,0.0,0.0,CF,F,LAS,SAC,2.0,1.0,hodgedo01w,0.0,hodgedo01w,69.0,160,1982-07-19,,
5,LAS,5.0,4.0,LAS,WE,1.0,Y,W,W,L,Los Angeles Sparks,894.0,2140.0,537.0,678.0,174.0,528.0,336.0,813.0,1149.0,587.0,682.0,242.0,470.0,161.0,2499.0,866.0,2147.0,504.0,702.0,196.0,540.0,316.0,789.0,1105.0,572.0,654.0,241.0,468.0,127.0,2432.0,24.0,10.0,34.0,11.0,6.0,13.0,4.0,17.0,7.0,6900.0,157934.0,Staples Center,weisery99w,2,0.0,0.0,0.0,0.0,FR,C,LAS,MIN,2.0,1.0,hodgedo01w,0.0,hodgedo01w,69.0,160,1982-07-19,,
5,LAS,5.0,4.0,LAS,WE,1.0,Y,W,W,L,Los Angeles Sparks,894.0,2140.0,537.0,678.0,174.0,528.0,336.0,813.0,1149.0,587.0,682.0,242.0,470.0,161.0,2499.0,866.0,2147.0,504.0,702.0,196.0,540.0,316.0,789.0,1105.0,572.0,654.0,241.0,468.0,127.0,2432.0,24.0,10.0,34.0,11.0,6.0,13.0,4.0,17.0,7.0,6900.0,157934.0,Staples Center,weisery99w,2,0.0,0.0,0.0,0.0,CF,F,LAS,SAC,2.0,1.0,hodgedo01w,0.0,hodgedo01w,69.0,160,1982-07-19,,
6,LAS,1.0,2.0,LAS,WE,1.0,Y,L,N,N,Los Angeles Sparks,904.0,2069.0,530.0,722.0,157.0,414.0,312.0,809.0,1121.0,626.0,731.0,262.0,529.0,148.0,2495.0,815.0,2095.0,557.0,761.0,174.0,511.0,339.0,727.0,1066.0,532.0,704.0,288.0,523.0,114.0,2361.0,25.0,9.0,34.0,15.0,2.0,10.0,7.0,16.0,6.0,6975.0,177269.0,Staples Center,bibbyhe01w,1,0.0,0.0,0.0,0.0,,,,,,,hodgedo01w,0.273469387755102,hodgedo01w,69.0,160,1982-07-19,,
6,LAS,1.0,2.0,LAS,WE,1.0,Y,L,N,N,Los Angeles Sparks,904.0,2069.0,530.0,722.0,157.0,414.0,312.0,809.0,1121.0,626.0,731.0,262.0,529.0,148.0,2495.0,815.0,2095.0,557.0,761.0,174.0,511.0,339.0,727.0,1066.0,532.0,704.0,288.0,523.0,114.0,2361.0,25.0,9.0,34.0,15.0,2.0,10.0,7.0,16.0,6.0,6975.0,177269.0,Staples Center,bryanjo01w,2,0.0,0.0,0.0,0.0,,,,,,,hodgedo01w,0.273469387755102,hodgedo01w,69.0,160,1982-07-19,,
7,LAS,0.0,2.0,LAS,WE,4.0,Y,L,N,N,Los Angeles Sparks,873.0,2042.0,456.0,630.0,124.0,387.0,321.0,683.0,1004.0,551.0,737.0,264.0,492.0,136.0,2326.0,818.0,1955.0,527.0,709.0,182.0,519.0,332.0,709.0,1041.0,567.0,654.0,247.0,544.0,115.0,2345.0,17.0,17.0,34.0,11.0,6.0,6.0,11.0,12.0,10.0,6800.0,150521.0,Staples Center,bryanjo01w,0,4.0,2.0,0.0,2.0,,,,,,,hodgedo01w,0.3190964278087916,hodgedo01w,69.0,160,1982-07-19,,
8,SEA,1.0,2.0,SEA,WE,4.0,Y,L,N,N,Seattle Storm,961.0,2124.0,562.0,712.0,160.0,475.0,327.0,821.0,1148.0,514.0,682.0,232.0,570.0,127.0,2644.0,940.0,2218.0,531.0,707.0,164.0,484.0,322.0,709.0,1031.0,520.0,683.0,297.0,485.0,115.0,2575.0,18.0,16.0,34.0,9.0,8.0,9.0,8.0,10.0,10.0,6800.0,145664.0,KeyArena at Seattle Center,donovan99w,0,18.0,16.0,1.0,2.0,,,,,,,hodgedo01w,0.3501578524573231,hodgedo01w,69.0,160,1982-07-19,,
11,TUL,,,DET,EA,3.0,N,W,L,N,Detroit Shock,980.0,2277.0,539.0,721.0,153.0,436.0,373.0,853.0,1226.0,575.0,766.0,261.0,546.0,97.0,2652.0,902.0,2201.0,632.0,813.0,208.0,611.0,320.0,781.0,1101.0,524.0,716.0,279.0,531.0,110.0,2644.0,18.0,16.0,34.0,11.0,6.0,7.0,10.0,11.0,11.0,6975.0,136069.0,The Palace of Auburn Hills,edwarte01w,0,0.0,0.0,0.0,0.0,,,,,,,jacksti02w,0.5359828549548844,jacksti02w,75.0,185,1985-04-26,,
11,TUL,,,DET,EA,3.0,N,W,L,N,Detroit Shock,980.0,2277.0,539.0,721.0,153.0,436.0,373.0,853.0,1226.0,575.0,766.0,261.0,546.0,97.0,2652.0,902.0,2201.0,632.0,813.0,208.0,611.0,320.0,781.0,1101.0,524.0,716.0,279.0,531.0,110.0,2644.0,18.0,16.0,34.0,11.0,6.0,7.0,10.0,11.0,11.0,6975.0,136069.0,The Palace of Auburn Hills,richano99w,0,0.0,0.0,0.0,0.0,,,,,,,jacksti02w,0.5359828549548844,jacksti02w,75.0,185,1985-04-26,,
8,NYL,,,NYL,EA,5.0,Y,N,N,N,New York Liberty,822.0,2069.0,512.0,650.0,216.0,645.0,285.0,736.0,1021.0,475.0,674.0,252.0,576.0,112.0,2372.0,966.0,2153.0,553.0,722.0,171.0,461.0,341.0,832.0,1173.0,508.0,668.0,270.0,485.0,134.0,2656.0,11.0,23.0,34.0,7.0,10.0,4.0,13.0,7.0,13.0,6875.0,155048.0,Madison Square Garden (IV),coylepa99w,0,11.0,23.0,0.0,0.0,,,,,,,jacksti02w,0.0,jacksti02w,75.0,185,1985-04-26,,
9,NYL,1.0,2.0,NYL,EA,4.0,Y,L,N,N,New York Liberty,870.0,2087.0,430.0,580.0,243.0,653.0,287.0,788.0,1075.0,500.0,618.0,289.0,612.0,109.0,2413.0,920.0,2223.0,471.0,619.0,190.0,589.0,378.0,837.0,1215.0,509.0,608.0,321.0,562.0,115.0,2501.0,16.0,18.0,34.0,10.0,7.0,6.0,11.0,10.0,10.0,6850.0,147866.0,Madison Square Garden (IV),coylepa99w,0,16.0,18.0,1.0,2.0,,,,,,,jacksti02w,0.4556962025316455,jacksti02w,75.0,185,1985-04-26,,
10,NYL,3.0,3.0,NYL,EA,3.0,N,W,L,N,New York Liberty,912.0,2168.0,490.0,653.0,259.0,706.0,327.0,778.0,1105.0,551.0,655.0,290.0,547.0,117.0,2573.0,924.0,2163.0,516.0,674.0,174.0,485.0,352.0,823.0,1175.0,496.0,625.0,285.0,559.0,109.0,2538.0,19.0,15.0,34.0,11.0,6.0,8.0,9.0,11.0,9.0,6900.0,153772.0,Madison Square Garden (IV),coylepa99w,1,19.0,15.0,3.0,3.0,FR,D,NYL,CON,2.0,1.0,jacksti02w,0.5453884238464679,jacksti02w,75.0,185,1985-04-26,,
10,NYL,3.0,3.0,NYL,EA,3.0,N,W,L,N,New York Liberty,912.0,2168.0,490.0,653.0,259.0,706.0,327.0,778.0,1105.0,551.0,655.0,290.0,547.0,117.0,2573.0,924.0,2163.0,516.0,674.0,174.0,485.0,352.0,823.0,1175.0,496.0,625.0,285.0,559.0,109.0,2538.0,19.0,15.0,34.0,11.0,6.0,8.0,9.0,11.0,9.0,6900.0,153772.0,Madison Square Garden (IV),donovan99w,2,17.0,17.0,0.0,2.0,FR,D,NYL,CON,2.0,1.0,jacksti02w,0.5453884238464679,jacksti02w,75.0,185,1985-04-26,,
11,TUL,,,DET,EA,3.0,N,W,L,N,Detroit Shock,980.0,2277.0,539.0,721.0,153.0,436.0,373.0,853.0,1226.0,575.0,766.0,261.0,546.0,97.0,2652.0,902.0,2201.0,632.0,813.0,208.0,611.0,320.0,781.0,1101.0,524.0,716.0,279.0,531.0,110.0,2644.0,18.0,16.0,34.0,11.0,6.0,7.0,10.0,11.0,11.0,6975.0,136069.0,The Palace of Auburn Hills,edwarte01w,0,0.0,0.0,0.0,0.0,,,,,,,jonesma01w,0.0,jonesma01w,70.0,150,1975-10-12,,
11,TUL,,,DET,EA,3.0,N,W,L,N,Detroit Shock,980.0,2277.0,539.0,721.0,153.0,436.0,373.0,853.0,1226.0,575.0,766.0,261.0,546.0,97.0,2652.0,902.0,2201.0,632.0,813.0,208.0,611.0,320.0,781.0,1101.0,524.0,716.0,279.0,531.0,110.0,2644.0,18.0,16.0,34.0,11.0,6.0,7.0,10.0,11.0,11.0,6975.0,136069.0,The Palace of Auburn Hills,richano99w,0,0.0,0.0,0.0,0.0,,,,,,,jonesma01w,0.0,jonesma01w,70.0,150,1975-10-12,,
11,TUL,,,DET,EA,3.0,N,W,L,N,Detroit Shock,980.0,2277.0,539.0,721.0,153.0,436.0,373.0,853.0,1226.0,575.0,766.0,261.0,546.0,97.0,2652.0,902.0,2201.0,632.0,813.0,208.0,611.0,320.0,781.0,1101.0,524.0,716.0,279.0,531.0,110.0,2644.0,18.0,16.0,34.0,11.0,6.0,7.0,10.0,11.0,11.0,6975.0,136069.0,The Palace of Auburn Hills,edwarte01w,0,0.0,0.0,0.0,0.0,,,,,,,monroja01w,0.0,monroja01w,77.0,162,1988-09-04,,
11,TUL,,,DET,EA,3.0,N,W,L,N,Detroit Shock,980.0,2277.0,539.0,721.0,153.0,436.0,373.0,853.0,1226.0,575.0,766.0,261.0,546.0,97.0,2652.0,902.0,2201.0,632.0,813.0,208.0,611.0,320.0,781.0,1101.0,524.0,716.0,279.0,531.0,110.0,2644.0,18.0,16.0,34.0,11.0,6.0,7.0,10.0,11.0,11.0,6975.0,136069.0,The Palace of Auburn Hills,richano99w,0,0.0,0.0,0.0,0.0,,,,,,,monroja01w,0.0,monroja01w,77.0,162,1988-09-04,,
11,TUL,,,DET,EA,3.0,N,W,L,N,Detroit Shock,980.0,2277.0,539.0,721.0,153.0,436.0,373.0,853.0,1226.0,575.0,766.0,261.0,546.0,97.0,2652.0,902.0,2201.0,632.0,813.0,208.0,611.0,320.0,781.0,1101.0,524.0,716.0,279.0,531.0,110.0,2644.0,18.0,16.0,34.0,11.0,6.0,7.0,10.0,11.0,11.0,6975.0,136069.0,The Palace of Auburn Hills,edwarte01w,0,0.0,0.0,0.0,0.0,,,,,,,olajuab01w,0.0,olajuab01w,76.0,236,1988-07-06,,
11,TUL,,,DET,EA,3.0,N,W,L,N,Detroit Shock,980.0,2277.0,539.0,721.0,153.0,436.0,373.0,853.0,1226.0,575.0,766.0,261.0,546.0,97.0,2652.0,902.0,2201.0,632.0,813.0,208.0,611.0,320.0,781.0,1101.0,524.0,716.0,279.0,531.0,110.0,2644.0,18.0,16.0,34.0,11.0,6.0,7.0,10.0,11.0,11.0,6975.0,136069.0,The Palace of Auburn Hills,richano99w,0,0.0,0.0,0.0,0.0,,,,,,,olajuab01w,0.0,olajuab01w,76.0,236,1988-07-06,,
11,TUL,,,DET,EA,3.0,N,W,L,N,Detroit Shock,980.0,2277.0,539.0,721.0,153.0,436.0,373.0,853.0,1226.0,575.0,766.0,261.0,546.0,97.0,2652.0,902.0,2201.0,632.0,813.0,208.0,611.0,320.0,781.0,1101.0,524.0,716.0,279.0,531.0,110.0,2644.0,18.0,16.0,34.0,11.0,6.0,7.0,10.0,11.0,11.0,6975.0,136069.0,The Palace of Auburn Hills,edwarte01w,0,0.0,0.0,0.0,0.0,,,,,,,pederka01w,0.0,pederka01w,76.0,190,1989-04-04,,
11,TUL,,,DET,EA,3.0,N,W,L,N,Detroit Shock,980.0,2277.0,539.0,721.0,153.0,436.0,373.0,853.0,1226.0,575.0,766.0,261.0,546.0,97.0,2652.0,902.0,2201.0,632.0,813.0,208.0,611.0,320.0,781.0,1101.0,524.0,716.0,279.0,531.0,110.0,2644.0,18.0,16.0,34.0,11.0,6.0,7.0,10.0,11.0,11.0,6975.0,136069.0,The Palace of Auburn Hills,richano99w,0,0.0,0.0,0.0,0.0,,,,,,,pederka01w,0.0,pederka01w,76.0,190,1989-04-04,,
11,TUL,,,DET,EA,3.0,N,W,L,N,Detroit Shock,980.0,2277.0,539.0,721.0,153.0,436.0,373.0,853.0,1226.0,575.0,766.0,261.0,546.0,97.0,2652.0,902.0,2201.0,632.0,813.0,208.0,611.0,320.0,781.0,1101.0,524.0,716.0,279.0,531.0,110.0,2644.0,18.0,16.0,34.0,11.0,6.0,7.0,10.0,11.0,11.0,6975.0,136069.0,The Palace of Auburn Hills,edwarte01w,0,0.0,0.0,0.0,0.0,,,,,,,reedch01w,0.0,reedch01w,73.0,165,1989-03-28,,
11,TUL,,,DET,EA,3.0,N,W,L,N,Detroit Shock,980.0,2277.0,539.0,721.0,153.0,436.0,373.0,853.0,1226.0,575.0,766.0,261.0,546.0,97.0,2652.0,902.0,2201.0,632.0,813.0,208.0,611.0,320.0,781.0,1101.0,524.0,716.0,279.0,531.0,110.0,2644.0,18.0,16.0,34.0,11.0,6.0,7.0,10.0,11.0,11.0,6975.0,136069.0,The Palace of Auburn Hills,richano99w,0,0.0,0.0,0.0,0.0,,,,,,,reedch01w,0.0,reedch01w,73.0,165,1989-03-28,,
11,TUL,,,DET,EA,3.0,N,W,L,N,Detroit Shock,980.0,2277.0,539.0,721.0,153.0,436.0,373.0,853.0,1226.0,575.0,766.0,261.0,546.0,97.0,2652.0,902.0,2201.0,632.0,813.0,208.0,611.0,320.0,781.0,1101.0,524.0,716.0,279.0,531.0,110.0,2644.0,18.0,16.0,34.0,11.0,6.0,7.0,10.0,11.0,11.0,6975.0,136069.0,The Palace of Auburn Hills,edwarte01w,0,0.0,0.0,0.0,0.0,,,,,,,rileyan01w,0.0,rileyan01w,65.0,136,1988-07-22,,
11,TUL,,,DET,EA,3.0,N,W,L,N,Detroit Shock,980.0,2277.0,539.0,721.0,153.0,436.0,373.0,853.0,1226.0,575.0,766.0,261.0,546.0,97.0,2652.0,902.0,2201.0,632.0,813.0,208.0,611.0,320.0,781.0,1101.0,524.0,716.0,279.0,531.0,110.0,2644.0,18.0,16.0,34.0,11.0,6.0,7.0,10.0,11.0,11.0,6975.0,136069.0,The Palace of Auburn Hills,richano99w,0,0.0,0.0,0.0,0.0,,,,,,,rileyan01w,0.0,rileyan01w,65.0,136,1988-07-22,,
11,TUL,,,DET,EA,3.0,N,W,L,N,Detroit Shock,980.0,2277.0,539.0,721.0,153.0,436.0,373.0,853.0,1226.0,575.0,766.0,261.0,546.0,97.0,2652.0,902.0,2201.0,632.0,813.0,208.0,611.0,320.0,781.0,1101.0,524.0,716.0,279.0,531.0,110.0,2644.0,18.0,16.0,34.0,11.0,6.0,7.0,10.0,11.0,11.0,6975.0,136069.0,The Palace of Auburn Hills,edwarte01w,0,0.0,0.0,0.0,0.0,,,,,,,swoopsh01w,0.6430722631646297,swoopsh01w,72.0,145,1971-03-25,,
11,TUL,,,DET,EA,3.0,N,W,L,N,Detroit Shock,980.0,2277.0,539.0,721.0,153.0,436.0,373.0,853.0,1226.0,575.0,766.0,261.0,546.0,97.0,2652.0,902.0,2201.0,632.0,813.0,208.0,611.0,320.0,781.0,1101.0,524.0,716.0,279.0,531.0,110.0,2644.0,18.0,16.0,34.0,11.0,6.0,7.0,10.0,11.0,11.0,6975.0,136069.0,The Palace of Auburn Hills,richano99w,0,0.0,0.0,0.0,0.0,,,,,,,swoopsh01w,0.6430722631646297,swoopsh01w,72.0,145,1971-03-25,,
3,HOU,0.0,2.0,HOU,WE,4.0,Y,L,N,N,Houston Comets,747.0,1908.0,415.0,539.0,138.0,435.0,348.0,710.0,1058.0,426.0,509.0,251.0,436.0,95.0,2047.0,740.0,1883.0,362.0,504.0,152.0,456.0,297.0,685.0,982.0,452.0,561.0,248.0,433.0,120.0,1994.0,19.0,13.0,32.0,11.0,5.0,8.0,8.0,13.0,8.0,6450.0,181115.0,Compaq Center,chancva99w,0,19.0,13.0,0.0,2.0,,,,,,,swoopsh01w,0.8513761467889909,swoopsh01w,72.0,145,1971-03-25,,
4,HOU,1.0,2.0,HOU,WE,2.0,Y,L,N,N,Houston Comets,755.0,1778.0,453.0,585.0,109.0,332.0,299.0,702.0,1001.0,450.0,467.0,260.0,455.0,126.0,2072.0,705.0,1880.0,331.0,452.0,151.0,489.0,309.0,664.0,973.0,446.0,606.0,262.0,464.0,71.0,1892.0,24.0,8.0,32.0,14.0,2.0,10.0,6.0,16.0,5.0,6425.0,188648.0,Compaq Center,chancva99w,0,24.0,8.0,1.0,2.0,,,,,,,swoopsh01w,0.7857400664620864,swoopsh01w,72.0,145,1971-03-25,Defensive Player of the Year,
4,HOU,1.0,2.0,HOU,WE,2.0,Y,L,N,N,Houston Comets,755.0,1778.0,453.0,585.0,109.0,332.0,299.0,702.0,1001.0,450.0,467.0,260.0,455.0,126.0,2072.0,705.0,1880.0,331.0,452.0,151.0,489.0,309.0,664.0,973.0,446.0,606.0,262.0,464.0,71.0,1892.0,24.0,8.0,32.0,14.0,2.0,10.0,6.0,16.0,5.0,6425.0,188648.0,Compaq Center,chancva99w,0,24.0,8.0,1.0,2.0,,,,,,,swoopsh01w,0.7857400664620864,swoopsh01w,72.0,145,1971-03-25,Most Valuable Player,
5,HOU,1.0,2.0,HOU,WE,2.0,N,L,N,N,Houston Comets,828.0,1916.0,473.0,600.0,115.0,344.0,266.0,764.0,1030.0,465.0,490.0,231.0,450.0,129.0,2244.0,824.0,2030.0,325.0,448.0,169.0,500.0,298.0,708.0,1006.0,516.0,634.0,227.0,430.0,122.0,2142.0,20.0,14.0,34.0,14.0,3.0,6.0,11.0,14.0,10.0,6825.0,150203.0,Compaq Center,chancva99w,0,20.0,14.0,1.0,2.0,,,,,,,swoopsh01w,0.7483039557471719,swoopsh01w,72.0,145,1971-03-25,Defensive Player of the Year,
6,HOU,,,HOU,WE,6.0,Y,N,N,N,Houston Comets,798.0,1933.0,458.0,615.0,123.0,358.0,311.0,724.0,1035.0,451.0,555.0,242.0,484.0,107.0,2177.0,834.0,2008.0,391.0,531.0,152.0,434.0,335.0,720.0,1055.0,539.0,655.0,258.0,471.0,129.0,2211.0,13.0,21.0,34.0,9.0,8.0,4.0,13.0,7.0,15.0,6850.0,137455.0,Toyota Center,chancva99w,0,13.0,21.0,0.0,0.0,,,,,,,swoopsh01w,0.7133307705486968,swoopsh01w,72.0,145,1971-03-25,,
7,HOU,2.0,3.0,HOU,WE,3.0,Y,W,L,N,Houston Comets,860.0,1920.0,527.0,690.0,62.0,205.0,276.0,684.0,960.0,467.0,581.0,246.0,425.0,105.0,2309.0,848.0,1944.0,419.0,559.0,148.0,423.0,274.0,687.0,961.0,541.0,685.0,197.0,481.0,111.0,2263.0,19.0,15.0,34.0,11.0,6.0,8.0,9.0,11.0,11.0,6875.0,120676.0,Toyota Center,chancva99w,0,19.0,15.0,2.0,3.0,FR,C,HOU,SEA,2.0,1.0,swoopsh01w,0.7078074735818145,swoopsh01w,72.0,145,1971-03-25,All-Star Game Most Valuable Player,
7,HOU,2.0,3.0,HOU,WE,3.0,Y,W,L,N,Houston Comets,860.0,1920.0,527.0,690.0,62.0,205.0,276.0,684.0,960.0,467.0,581.0,246.0,425.0,105.0,2309.0,848.0,1944.0,419.0,559.0,148.0,423.0,274.0,687.0,961.0,541.0,685.0,197.0,481.0,111.0,2263.0,19.0,15.0,34.0,11.0,6.0,8.0,9.0,11.0,11.0,6875.0,120676.0,Toyota Center,chancva99w,0,19.0,15.0,2.0,3.0,FR,C,HOU,SEA,2.0,1.0,swoopsh01w,0.7078074735818145,swoopsh01w,72.0,145,1971-03-25,Most Valuable Player,
8,HOU,0.0,2.0,HOU,WE,3.0,N,L,N,N,Houston Comets,928.0,2098.0,482.0,678.0,169.0,472.0,303.0,822.0,1125.0,532.0,617.0,252.0,566.0,84.0,2507.0,928.0,2232.0,445.0,615.0,148.0,496.0,337.0,787.0,1124.0,526.0,705.0,298.0,519.0,89.0,2449.0,18.0,16.0,34.0,12.0,5.0,6.0,11.0,11.0,9.0,6925.0,130586.0,Toyota Center,thompka99w,0,11.0,3.0,1.0,2.0,,,,,,,swoopsh01w,0.6998005574177887,swoopsh01w,72.0,145,1971-03-25,WNBA All-Decade Team,
9,SEA,0.0,2.0,SEA,WE,4.0,Y,L,N,N,Seattle Storm,964.0,2210.0,582.0,715.0,224.0,639.0,344.0,820.0,1164.0,533.0,620.0,242.0,533.0,151.0,2734.0,987.0,2321.0,478.0,586.0,195.0,528.0,333.0,761.0,1094.0,591.0,642.0,272.0,495.0,112.0,2647.0,17.0,17.0,34.0,12.0,5.0,5.0,12.0,11.0,11.0,6825.0,135553.0,KeyArena at Seattle Center,aglerbr99w,0,6.0,13.0,0.0,0.0,,,,,,,swoopsh01w,0.6604759494847893,swoopsh01w,72.0,145,1971-03-25,,
2,HOU,6.0,0.0,HOU,WE,2.0,Y,W,W,W,Houston Comets,891.0,1894.0,521.0,634.0,172.0,491.0,273.0,724.0,997.0,494.0,554.0,284.0,440.0,104.0,2475.0,786.0,1938.0,370.0,508.0,124.0,418.0,290.0,612.0,902.0,473.0,648.0,233.0,480.0,85.0,2066.0,27.0,5.0,32.0,14.0,2.0,13.0,3.0,17.0,4.0,6475.0,196077.0,Compaq Center,chancva99w,0,27.0,5.0,6.0,0.0,FR,D,HOU,SAC,2.0,0.0,arcaija01w,0.3817809621289662,arcaija01w,71.0,147,1969-04-11,,
2,HOU,6.0,0.0,HOU,WE,2.0,Y,W,W,W,Houston Comets,891.0,1894.0,521.0,634.0,172.0,491.0,273.0,724.0,997.0,494.0,554.0,284.0,440.0,104.0,2475.0,786.0,1938.0,370.0,508.0,124.0,418.0,290.0,612.0,902.0,473.0,648.0,233.0,480.0,85.0,2066.0,27.0,5.0,32.0,14.0,2.0,13.0,3.0,17.0,4.0,6475.0,196077.0,Compaq Center,chancva99w,0,27.0,5.0,6.0,0.0,CF,E,HOU,LAS,2.0,0.0,arcaija01w,0.3817809621289662,arcaija01w,71.0,147,1969-04-11,,
